name,abbr,mapped_abbr
universitat gesamthochschule kassel,unikassel,alemanha
universitat gesamthochschule kassel,ugk,alemanha
universitat gesamthochschule kassel,ughk,alemanha
universitat gesamthochschule kassel,ghk,alemanha
universitat gesamthochschule essen,ugh essen,alemanha
universitat gesamthochschule essen,gh essen,alemanha
universitat fur bodenkultur wien,boku wien,austria
universitat fur bodenkultur wien,boku,austria
universitat fur bodenkultur,boku,austria
universitat friedrichalexander erlangennurnberg,unierlangen,alemanha
universitat heidelberg,rkuh,alemanha
universitat heidelberg,invalid,alemanha
universitat heidelberg,heidelberg,alemanha
universitat hannover,unihann,alemanha
universitat hannover,uh,alemanha
universitat hamburg uh,uh,alemanha
universitat hamburg alemanha,uhh,alemanha
universitat hamburg,uhamburgo,alemanha
universitat hamburg,uham,alemanha
universitat hamburg,uh,alemanha
universitat hamburg,invalid,alemanha
universitat gottingen georg august,unigottingen,alemanha
universitat gottingen,ug,alemanha
universitat goettingen,ugoettingen,alemanha
universitat goettingen,ug,alemanha
universitat innsbruck,innsbruck,austria
universitat hohenheim,uhh,alemanha
universitat hohenheim,uh,alemanha
universitat hohenheim,invalid,alemanha
universitat hohenheim,alemanha,alemanha
universitat hildesheim,suh,alemanha
universitat hildesheim,invalid,alemanha
universitat heildelberg ruprecht karls,rkuh,alemanha
universitat heildelberg,uh,alemanha
universitat heidelberg ruprechtkarls,univ heidelber,alemanha
universitat heidelberg ruprechtkarls,uh,alemanha
universitat heidelberg ruprechtkarls,rkuh,alemanha
universitat heidelberg ruprechtkarls,invalid,alemanha
universitat heidelberg rec portaria 785 97 ufrgs mec,rkuh,alemanha
universitat heidelberg,uh,alemanha
universitat heidelberg,ruprechtkarls,alemanha
universitat karlsruhe,unikarls,alemanha
universitat karlsruhe,ukarl,alemanha
universitat karlsruhe,uk,alemanha
universitat karlsruhe,ufk,alemanha
universitat karlsruhe,tuk,alemanha
universitat karlsruhe,invalid,alemanha
universitat kaiserslautern,unikl,alemanha
universitat kaiserslautern,ukl,alemanha
universitat kaiserslautern,uk,alemanha
universitat kaiserslautern,kaiserslautern,alemanha
universitat kaiserslautern,fachbereich,alemanha
universitat justusliebiggiessen,ujl,alemanha
universitat johannes gutenberg mainz,ujgm,alemanha
universitat jaume i,uji,espanha
universitat innsbruck,uibk,austria
universitat innsbruck,invalid,austria
universitat kiel christianalbrechts,uk,alemanha
universitat kiel christianalbrechts,cau,alemanha
universitat kiel christian albrechts,ca,alemanha
universitat kiel,uk,alemanha
universitat kiel,kiel,alemanha
universitat kassel unikassel,unikassel,alemanha
universitat kassel,univ,alemanha
universitat kassel,unikasse,alemanha
universitat kassel,uk,alemanha
universitat kassel,invalid,alemanha
universitat kassel,ghk,alemanha
universitat karlsuhe,uk,alemanha
universitat karlsruhe th,kit,alemanha
universitat karlsruhe fridericiana ufk,ufk,alemanha
universitat karlsruhe fridericiana,ukf,alemanha
universitat karlsruhe fridericiana,ufk,alemanha
universitat leipzig,ul,alemanha
universitat leipzig,invalid,alemanha
universitat konstanz,univ konstanz,alemanha
universitat konstanz,unikonstanz,alemanha
universitat konstanz,uni konstanz,alemanha
universitat konstanz,ukn,alemanha/suecia
universitat konstanz,uk,alemanha
universitat konstanz,konstanz,alemanha
universitat konstanz,kn,alemanha
universitat konstanz,invalid,alemanha
universitat konstantanz,uk,suica
universitat koblenzlandau mainz,ukl,alemanha
universitat koblenzlandau koblenz,ukl,alemanha
universitat koblenzlandau,ukl,alemanha
universitat koblenz landau ukl,ukl,alemanha
universitat koblenz landau,ukl,alemanha
universitat munchen,universitat mun,alemanha
universitat munchen,unimunch,alemanha
universitat munchen,um,alemanha
universitat munchen,lmum,alemanha
universitat munchen,lmu,alemanha
universitat muenchen ludwigmaximilansuni,lmu,alemanha
universitat marburg,unimarburg,alemanha
universitat marburg,um,alemanha
universitat marburg,pum,alemanha
universitat mannheim,unima,alemanha
universitat mannheim,invalid,alemanha
universitat mainz unimainz,unimainz,alemanha
universitat mainz,um,alemanha
universitat mainz,jgum,alemanha
universitat livre de berlim,ulb,alemanha
universitat leipzig veterinarmedizinische fakultat,leipzig,alemanha
universitat munster westfalischewilhelms,wwum,alemanha
universitat munster westfalischewilhelms,um,alemanha
universitat munster westfalischewihelms,wwum,alemanha
universitat munster,wwum,alemanha
universitat munster,wwu munster,alemanha
universitat munster,um,estados unidos
universitat munchen ludwrgmaxmilians,lmum,franca
universitat munchen ludwingmaximilians,lmum,alemanha
universitat munchen ludwingmaximilians,lmu,alemanha
universitat munchen ludwigmaxmilians,lmum,alemanha
universitat munchen ludwigmaximilians,lmum,alemanha
universitat munchen ludwigmaximilians,lmu,alemanha
universitat munchen ludwigmaximilian,lmum,alemanha
universitat munchen ludwig maximillians,lmum,alemanha
universitat munchen ludwig maximilian,umlm,alemanha
universitat munchen ludwig maximilian,lmu,alemanha
universitat politecnica de catalunya,catalunya,espanha
universitat politecnica de catalunia,upc,espanha
universitat politecnica de catalunha,upc,espanha
universitat politecnica de cataluna barcelona,upcbarcelona,espanha
universitat politecnica de calalunya,upc,espanha
universitat politecnica da catalunya,upc,espanha
universitat passau,invalid,alemanha
universitat paderborn,uni paderborn,alemanha
universitat paderborn,invalid,alemanha
universitat osnabrueck,uniosnabrueck,alemanha
universitat osnabruck,uo osnabruck,alemanha
universitat osnabruck,uo,alemanha
universitat osnabruck,u o,alemanha
universitat osnabruck,invalid,alemanha
universitat oldenburg,uol,alemanha
universitat oberta de catalunya,uoc,espanha
universitat ramon llull,url,espanha
universitat ragensburg,ur,alemanha
universitat potsdam leibnizinstitut fur gewasserokologie,uplig,alemanha
universitat potsdam,up,alemanha
universitat potsdam,unipotsdam,alemanha
universitat potsdam,invalid,alemanha
universitat pompeu fabra barcelona,invalid,espanha
universitat pompeu fabra,upf,espanha
universitat pompeu fabra,universitat pom,espanha
universitat politecnica de valencia,upv,espanha
universitat politecnica de catalunya upc e t e caminos canal,upc etseccpb,espanha
universitat politecnica de catalunya,upcetsab,espanha
universitat politecnica de catalunya,upcespanha,espanha
universitat politecnica de catalunya,upb,espanha
universitat politecnica de catalunya,invalid,espanha
universitat stuttgart,unistuttgart,alemanha
universitat stuttgart,unis,alemanha
universitat stuttgart,uc,alemanha
universitat stuttgart,tus,alemanha
universitat stuttgart,stuttgart,alemanha
universitat stuttgart,invalid,alemanha
universitat stgallen,invalid,suica
universitat siegen,siegen,alemanha
universitat siegen,invalid,alemanha
